U     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_U  errBand_B  errBand_V  errBand_I  errBand_K                                                                             
  20.604  0.605  -0.107   0.806   1.804   6.24  5 5.55    5395.  4.69   9 13.9830  0.691    6.030    0.614  -1.526   0.225    96.134972   60.225010  214.290390   52.212345   5.7433  -8.3048   2.8357   5.0000   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0209    -0.0180    -0.0074     0.0079     0.0309
  17.955  0.383  -0.207   0.570   1.285   3.89  4 4.40    6413.  4.20   9 13.9454  0.837    3.906    1.211  -1.520   0.220    95.658661   59.738514  215.109344   52.419365   5.7566  -8.2860   2.8869   4.9872   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0307    -0.0192     0.0186     0.0161    -0.0003
  17.027  1.018   0.624   0.983   2.339   1.51  3 5.75    4932.  2.66  11 12.0157  0.753    1.073    7.831  -0.485   0.280    97.136253   60.010582  213.893799   52.698601   5.7311  -8.3559   2.8424   4.9788   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0009     0.0159     0.0098    -0.0046     0.0168
  23.833  1.150   0.513   1.243   2.738   8.32  5 6.65    4331.  4.91   9 13.9860  0.450    7.802    0.437  -2.129   0.269    95.733124   59.594398  215.221634   52.551666   5.7605  -8.2912   2.9009   4.9833   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0533     0.0059    -0.0193     0.0312     0.0111
  20.808  0.646   0.053   0.829   1.832   6.21  5 5.55    5449.  4.72   9 13.9290  0.700    6.030    0.614  -0.890   0.258    97.102043   59.985947  213.941559   52.706593   5.8028  -8.3589   2.8804   5.0397   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0258    -0.0162     0.0040    -0.0111     0.0006
  20.241  0.600  -0.240   0.764   1.749   6.01  5 5.40    5629.  4.58   9 13.8397  0.643    5.849    0.638  -1.871   0.228    96.407463   59.266045  215.159134   53.024952   5.7753  -8.3294   2.9331   4.9792   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0048     0.0284    -0.0036     0.0154    -0.0044
  19.030  0.460  -0.180   0.593   1.382   4.84  5 4.70    6259.  4.42   9 13.9041  0.799    4.693    0.883  -0.912   0.247    95.569885   59.556942  215.363754   52.524006   5.7886  -8.2847   2.9191   5.0055   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0276     0.0090     0.0235     0.0346    -0.0052
  24.461  1.221   0.633   1.397   2.910   8.70  5 6.75    4260.  5.13   9 13.8912  0.515    8.121    0.398  -1.875   0.236    95.797546   60.034431  214.701782   52.244980   5.8555  -8.2954   2.9098   5.0878   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0002     0.0382    -0.0028    -0.0113    -0.0043
  22.855  0.953   0.584   0.995   2.416   7.42  5 6.35    4831.  4.68   9 13.9584  0.722    7.025    0.517  -1.107   0.241    96.406036   59.111858  215.329880   53.140072   5.8284  -8.3338   2.9734   5.0168   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0145    -0.0084     0.0005    -0.0040    -0.0063
  20.122  0.589  -0.209   0.743   1.681   5.85  5 5.40    5551.  4.76   9 13.9820  0.723    5.849    0.638  -1.896   0.256    96.206947   59.299286  215.249939   52.932205   5.8534  -8.3231   2.9709   5.0480   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0149    -0.0056    -0.0221     0.0202     0.0492
  21.558  0.822   0.037   0.870   2.034   6.80  5 6.10    5057.  4.60   9 13.9478  0.829    6.541    0.560  -1.810   0.226    95.633812   59.719246  215.145737   52.425316   5.8885  -8.2915   2.9548   5.1001   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0168     0.0317    -0.0156     0.0030     0.0278
  20.029  0.535  -0.165   0.772   1.664   5.72  5 5.25    5768.  4.53   9 13.9361  0.813    5.663    0.667  -1.307   0.223    96.055664   59.517422  215.105530   52.717991   5.8744  -8.3144   2.9633   5.0775   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0197    -0.0149     0.0182    -0.0085     0.0122
  19.925  0.611  -0.143   0.722   1.696   5.53  5 5.30    5677.  4.45  11 11.9415  0.975    5.456    0.743  -1.311   0.308    95.339714   59.710373  215.335403   52.332222   5.8841  -8.2762   2.9549   5.0959   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0194     0.0191     0.0025     0.0326    -0.0170
  23.968  1.130   0.641   1.276   2.757   8.27  5 6.65    4332.  4.85   9 13.9712  0.560    7.802    0.437  -1.810   0.236    96.410347   59.825554  214.548569   52.604389   5.9493  -8.3339   2.9716   5.1582   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0379    -0.0239    -0.0174     0.0020     0.0025
  23.525  1.081   0.521   1.161   2.661   7.97  5 6.55    4540.  4.79   9 13.9003  0.665    7.491    0.472  -1.910   0.276    95.914688   60.002254  214.664902   52.307854   5.9334  -8.3057   2.9507   5.1536   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0118     0.0239     0.0195     0.0414    -0.0014
  22.827  0.911   0.393   1.136   2.480   7.54  5 6.40    4655.  4.75   9 13.8859  0.398    7.181    0.504  -2.189   0.275    96.220955   59.396103  215.134644   52.864491   5.9292  -8.3271   3.0008   5.1183   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0208    -0.0330     0.0438    -0.0249     0.0179
  21.973  0.776   0.165   0.948   2.178   7.06  5 6.20    4952.  4.72   9 13.9792  0.479    6.704    0.547  -1.886   0.291    95.907349   59.924229  214.753906   52.363922   5.9193  -8.3053   2.9507   5.1373   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0147    -0.0078     0.0428     0.0130     0.0181
  19.591  0.501  -0.248   0.714   1.581   5.37  5 5.00    6029.  4.61   9 13.9220  0.566    5.279    0.739  -1.642   0.290    95.801392   59.556927  215.220596   52.602646   5.9244  -8.3034   2.9864   5.1226   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0069     0.0218     0.0267    -0.0015    -0.0025
  22.308  0.933   0.425   0.942   2.245   7.02  5 6.25    4943.  4.61   9 13.9953  0.648    6.866    0.531  -1.207   0.249    95.469353   59.579441  215.400803   52.473087   5.9631  -8.2878   3.0056   5.1572   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0263    -0.0037    -0.0303    -0.0169     0.0218
  22.949  1.011   0.651   0.934   2.360   7.37  5 6.35    4697.  4.69   9 13.8689  0.569    7.025    0.517  -0.934   0.260    96.529144   59.183331  215.172195   53.128185   6.0202  -8.3507   3.0641   5.1852   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0045    -0.0202    -0.0568     0.0092     0.0123
  18.021  0.554  -0.137   0.657   1.417   3.66  4 4.60    6099.  3.94  11 11.7547  0.798    3.709    1.461  -0.967   0.287    96.432938   59.363304  215.036240   52.960464   6.0404  -8.3449   3.0588   5.2122   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0103     0.0231    -0.0309    -0.0480     0.0006
  23.727  1.098   0.605   1.186   2.697   8.03  5 6.55    4459.  4.76   9 13.9610  0.427    7.491    0.472  -1.613   0.242    95.845886   59.975227  214.736374   52.305328   6.0797  -8.3099   3.0263   5.2789   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0239     0.0131    -0.0011     0.0003    -0.0325
  20.537  0.622  -0.180   0.796   1.781   6.14  5 5.55    5560.  4.94   9 13.9918  0.778    6.030    0.614  -1.784   0.213    96.773369   59.805115  214.342072   52.738758   6.0647  -8.3597   3.0289   5.2568   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0274    -0.0173    -0.0343    -0.0077     0.0277
  20.075  0.470  -0.046   0.781   1.669   5.59  5 5.10    5849.  4.64   9 13.9433  0.789    5.472    0.698  -0.580   0.253    97.360992   59.540993  214.247818   53.131908   6.1074  -8.3967   3.0704   5.2795   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0067    -0.0456     0.0572    -0.0206    -0.0385
  17.560  0.710   0.154   0.892   2.025   2.70  3 5.30    5227.  3.22   9 13.9102  0.820    2.400    3.552  -0.778   0.250    96.432800   59.437111  214.955643   52.904892   6.0652  -8.3455   3.0646   5.2375   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0001    -0.0294     0.0093    -0.0241    -0.0196
  16.152  0.922   0.323   0.913   2.129   0.92  3 5.55    4944.  2.47   9 13.8520  0.810    0.746    8.380  -0.858   0.271    95.528687   59.710770  215.219513   52.396069   6.0804  -8.2955   3.0525   5.2654   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0115     0.0305    -0.0097    -0.0138     0.0110
  21.389  0.774   0.172   0.892   2.071   6.43  5 5.95    5228.  4.61  11 12.0246  0.618    6.147    0.647  -1.007   0.294    96.946411   60.182571  213.832382   52.505867   6.1033  -8.3670   3.0125   5.3103   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0254     0.0036     0.0090    -0.0107    -0.0192
  24.347  1.095   0.627   1.366   2.910   8.61  5 6.70    4249.  4.70   9 13.9944  0.507    7.960    0.417  -1.828   0.260    95.994820   59.834446  214.797455   52.460278   6.1287  -8.3216   3.0629   5.3138   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0279    -0.0407     0.0110    -0.0100    -0.0548
  19.724  0.576  -0.199   0.649   1.524   5.37  5 5.00    5912.  4.71   9 13.8471  0.765    5.279    0.739  -1.419   0.246    95.334976   59.814693  215.223328   52.253551   6.1392  -8.2870   3.0734   5.3217   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0081     0.0157    -0.0380    -0.0083    -0.0244
  19.474  0.477  -0.136   0.674   1.526   5.11  5 4.95    5869.  4.52  11 11.8472  0.817    4.892    0.875  -1.231   0.267    97.145584   59.466511  214.467102   53.118725   6.1325  -8.3875   3.0914   5.2971   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0036    -0.0268     0.0141     0.0102     0.0110
  21.860  0.808   0.154   0.918   2.191   6.84  5 6.20    4997.  4.76   9 13.8885  0.547    6.704    0.547  -1.822   0.269    96.045013   59.498272  215.133179   52.728706   6.1905  -8.3309   3.1246   5.3489   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0168    -0.0027     0.0190     0.0256    -0.0069
  22.471  0.859   0.281   0.997   2.283   7.26  5 6.25    4878.  4.64   9 13.9384  0.465    6.866    0.531  -1.747   0.225    96.130547   59.510593  215.066071   52.748310   6.2277  -8.3374   3.1417   5.3815   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0164    -0.0023     0.0277    -0.0123     0.0148
  20.830  0.673  -0.113   0.790   1.785   6.25  5 5.55    5492.  4.54   9 13.9910  0.638    6.030    0.614  -1.259   0.285    96.424637   59.474602  214.919907   52.873943   6.2221  -8.3536   3.1405   5.3748   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0333     0.0049    -0.0262    -0.0023     0.0227
  20.344  0.573  -0.144   0.690   1.623   5.88  5 5.25    5672.  4.59   9 13.8382  0.774    5.663    0.667  -1.454   0.232    96.051971   60.111034  214.463440   52.271259   6.2350  -8.3276   3.0897   5.4207   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0156    -0.0102    -0.0169     0.0402     0.0230
  18.557  0.424  -0.084   0.594   1.255   4.15  4 4.40    6424.  4.08   9 13.9696  0.761    3.906    1.211  -0.660   0.274    97.440598   59.587738  214.146301   53.121742   6.2356  -8.4088   3.1300   5.3926   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0012    -0.0148     0.0169    -0.0133    -0.0031
  23.995  1.139   0.934   1.339   2.907   7.84  5 6.65    4368.  4.72  11 12.1613  0.635    7.368    0.528  -1.022   0.305    95.775375   59.755741  215.018646   52.445805   6.2493  -8.3167   3.1317   5.4137   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0224    -0.0061     0.0302    -0.0008    -0.0333
  24.031  1.109   1.026   1.184   2.687   7.81  5 6.55    4612.  4.92   9 13.9887  0.536    7.491    0.472  -0.126   0.298    96.106941   60.146080  214.392075   52.262821   6.3090  -8.3341   3.1228   5.4868   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0059     0.0016     0.0138    -0.0064     0.0078
  18.275  0.610   0.017   0.801   1.683   3.58  4 4.95    5626.  3.99  11 12.0334  0.855    3.474    1.860  -0.516   0.285    96.609726   59.702160  214.556168   52.763401   6.2954  -8.3656   3.1549   5.4505   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0011    -0.0135     0.0002    -0.0459    -0.0059
  23.670  1.122   0.633   1.192   2.676   7.85  5 6.55    4499.  4.80   9 13.9400  0.446    7.491    0.472  -1.411   0.227    95.837021   59.681496  215.061813   52.521877   6.3293  -8.3249   3.1785   5.4787   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0294     0.0173    -0.0126    -0.0129     0.0005
  22.076  0.779   0.247   0.940   2.124   6.93  5 6.10    5101.  4.73   9 13.9815  0.716    6.541    0.560  -0.979   0.259    96.031006   59.593674  215.037384   52.652672   6.3391  -8.3371   3.1906   5.4822   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0094     0.0028     0.0314    -0.0180     0.0098
  19.558  0.515  -0.220   0.607   1.475   5.19  5 4.85    6024.  4.58   9 13.8264  0.799    5.084    0.779  -1.298   0.230    96.576630   59.198280  215.125305   53.132969   6.3390  -8.3718   3.2246   5.4598   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0182     0.0129    -0.0072     0.0366    -0.0029
  18.888  0.420  -0.194   0.639   1.333   4.57  5 4.60    6351.  4.62   9 13.8824  0.720    4.300    1.020  -1.780   0.226    96.242065   59.826332  214.652771   52.548328   6.3334  -8.3461   3.1644   5.4902   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0132    -0.0007     0.0067    -0.0521    -0.0283
  22.943  1.053   0.679   0.952   2.485   7.17  5 6.35    4595.  4.70  11 11.9098  0.575    6.779    0.587  -0.693   0.239    96.334846   59.341656  215.122360   52.943707   6.3480  -8.3572   3.2172   5.4757   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0412     0.0081    -0.0381     0.0405    -0.0472
  23.827  1.065   0.520   1.285   2.728   8.09  5 6.60    4349.  4.90   9 13.8769  0.405    7.645    0.456  -2.030   0.315    96.634750   59.578053  214.674301   52.865685   6.4180  -8.3755   3.2281   5.5494   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0359    -0.0052     0.0338    -0.0020     0.0233
  23.734  1.057   0.520   1.173   2.686   8.03  5 6.55    4507.  4.83   9 13.8625  0.474    7.491    0.472  -2.018   0.275    97.398422   59.883957  213.860031   52.879852   6.4322  -8.4156   3.2005   5.5789   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0321    -0.0143     0.0065     0.0184    -0.0340
  20.616  0.608  -0.039   0.789   1.743   5.92  5 5.40    5608.  4.75   9 13.9865  0.669    5.849    0.638  -1.035   0.266    95.878006   59.999187  214.690689   52.298019   6.4488  -8.3302   3.2075   5.5998   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0017    -0.0097     0.0063    -0.0087    -0.0077
  20.257  0.570  -0.193   0.688   1.637   5.79  5 5.25    5697.  4.76   9 13.7098  0.827    5.663    0.667  -1.690   0.222    95.999481   59.516533  215.141586   52.699703   6.4585  -8.3424   3.2584   5.5808   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0020    -0.0148    -0.0359     0.0246    -0.0059
  24.037  1.111   0.653   1.263   2.752   8.13  5 6.60    4322.  4.80   9 13.9385  0.579    7.645    0.456  -1.487   0.264    96.929665   59.647884  214.411148   52.909599   6.4888  -8.3956   3.2549   5.6145   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0139     0.0032     0.0110    -0.0044    -0.0131
  21.889  0.798   0.370   0.917   2.157   6.55  5 6.10    5051.  4.70  11 11.9613  0.697    6.310    0.632  -0.655   0.275    96.481789   59.424606  214.938217   52.930702   6.4626  -8.3711   3.2663   5.5790   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0175    -0.0009     0.0402     0.0238     0.0143
  23.909  1.077   0.779   1.183   2.655   7.90  5 6.50    4553.  4.79   9 13.9730  0.523    7.337    0.489  -0.740   0.241    96.561188   59.662926  214.629166   52.777122   6.5467  -8.3778   3.2850   5.6652   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0204    -0.0031     0.0016    -0.0289     0.0111
  23.209  0.988   0.553   1.062   2.517   7.52  5 6.40    4680.  5.04   9 13.9884  0.563    7.181    0.504  -1.262   0.244    95.777405   59.644047  215.139725   52.529701   6.5149  -8.3314   3.2757   5.6367   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0208    -0.0100     0.0094     0.0092     0.0015
  22.977  0.949   0.453   0.971   2.407   7.41  5 6.35    4755.  4.76   9 13.9755  0.604    7.025    0.517  -1.172   0.269    95.739655   59.764103  215.031540   52.427578   6.5365  -8.3292   3.2750   5.6623   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0011     0.0084     0.0131     0.0285    -0.0015
  24.005  1.117   0.740   1.184   2.718   8.00  5 6.55    4472.  4.68   9 13.8948  0.486    7.491    0.472  -1.209   0.230    96.976021   59.924774  214.086243   52.713047   6.5643  -8.3995   3.2653   5.6956   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0081     0.0056    -0.0102     0.0046    -0.0153
  21.793  0.849   0.299   0.856   2.083   6.50  5 6.10    5077.  4.77  11 11.9333  0.657    6.310    0.632  -0.992   0.325    96.662567   59.500000  214.741119   52.933994   6.5936  -8.3883   3.3239   5.6962   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0307    -0.0147    -0.0315     0.0119     0.0157
  23.473  1.009   0.401   1.020   2.444   7.88  5 6.40    4619.  4.69   9 13.9254  0.373    7.181    0.504  -1.844   0.277    96.686363   59.716930  214.491745   52.777378   6.6357  -8.3896   3.3234   5.7452   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0149     0.0084    -0.0047     0.0386     0.0267
  18.159  0.408  -0.221   0.628   1.346   3.78  4 4.45    6277.  4.07   9 13.8739  0.888    3.707    1.358  -1.821   0.272    96.072914   59.925404  214.650574   52.417866   6.6165  -8.3508   3.2971   5.7407   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0259    -0.0090     0.0126    -0.0272    -0.0089
  19.781  0.553  -0.169   0.675   1.560   5.20  5 5.05    5948.  4.45  11 12.1016  0.704    5.083    0.824  -1.248   0.353    95.436989   59.629002  215.365845   52.425438   6.6378  -8.3180   3.3409   5.7419   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0187     0.0212     0.0032     0.0238     0.0108
  18.807  0.439  -0.068   0.628   1.405   4.23  5 4.75    6129.  4.18  11 12.0409  0.867    4.108    1.177  -0.542   0.328    97.054405   59.908333  214.053894   52.750885   6.6468  -8.4093   3.3074   5.7659   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0055    -0.0405     0.0170     0.0059    -0.0068
  18.359  0.619   0.003   0.795   1.705   3.54  4 4.95    5671.  3.75  11 11.9302  0.988    3.474    1.860  -0.571   0.211    96.480453   60.275299  214.024445   52.285873   6.6194  -8.3704   3.2611   5.7634   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0112     0.0173     0.0232    -0.0186    -0.0097
  21.599  0.731   0.049   0.846   2.020   6.63  5 5.90    5330.  4.72   9 13.8754  0.643    6.374    0.578  -1.603   0.213    97.266235   59.538048  214.312347   53.103371   6.6833  -8.4285   3.3610   5.7758   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0279    -0.0104    -0.0144     0.0097    -0.0145
  19.392  0.450  -0.160   0.603   1.324   4.91  5 4.70    6292.  4.50   9 13.9541  0.792    4.693    0.883  -1.319   0.288    95.997307   59.808826  214.823685   52.480312   6.7053  -8.3523   3.3536   5.8108   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0078    -0.0271    -0.0210    -0.0150     0.0280
  16.598  0.765   0.165   0.897   2.044   1.46  3 5.45    5056.  2.93   9 13.9932  1.020    1.371    6.029  -1.424   0.251    96.251617   59.219284  215.309830   53.007183   6.6614  -8.3712   3.3887   5.7380   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0097    -0.0154     0.0079    -0.0022     0.0540
  22.659  0.897   0.417   0.999   2.331   7.11  5 6.25    4855.  4.85   9 13.9188  0.549    6.866    0.531  -1.069   0.243    96.253380   59.391109  215.119629   52.879162   6.7577  -8.3748   3.4204   5.8311   0.062    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0372     0.0070     0.0197    -0.0290    -0.0171
  17.665  0.692  -0.032   0.887   1.996   2.77  3 5.25    5186.  3.42   9 13.7938  0.939    2.607    3.184  -1.255   0.269    96.835442   59.303520  214.843689   53.140247   6.7150  -8.4080   3.4036   5.7891   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0051     0.0248     0.0278    -0.0092     0.0020
  16.712  0.737  -0.004   0.894   2.103   1.74  3 5.45    5188.  2.84   9 13.8841  0.798    1.371    6.029  -2.357   0.245    96.143013   59.990780  214.536758   52.391750   6.7589  -8.3617   3.3610   5.8679   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0079     0.0181     0.0100     0.0115     0.0051
  24.012  1.191   0.864   1.217   2.793   7.75  5 6.60    4489.  4.73  11 11.8936  0.558    7.224    0.542  -0.482   0.227    96.245125   59.257900  215.271362   52.976101   6.7206  -8.3737   3.4150   5.7912   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0464     0.0354     0.0001     0.0365     0.0060
  21.045  0.572  -0.196   0.836   1.822   6.44  5 5.55    5427.  4.61   9 13.8968  0.699    6.030    0.614  -2.818   0.278    97.060173   60.096302  213.851669   52.608402   6.7648  -8.4145   3.3470   5.8791   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0261    -0.0072     0.0043    -0.0050     0.0375
  20.177  0.512  -0.217   0.718   1.611   5.62  5 5.10    5781.  4.48   9 13.9509  0.840    5.472    0.698  -1.291   0.229    96.377357   59.720810  214.682327   52.672630   6.7885  -8.3802   3.4017   5.8774   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0284    -0.0028     0.0205     0.0149     0.0074
  19.305  0.420  -0.194   0.603   1.396   4.81  5 4.65    6291.  4.42   9 13.9959  0.846    4.497    0.948  -1.407   0.264    96.569862   59.256653  215.065582   53.086746   6.7941  -8.3974   3.4503   5.8543   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0018     0.0036     0.0289     0.0192    -0.0358
  22.952  0.966   0.241   0.960   2.320   7.51  5 6.35    4866.  4.76   9 13.9599  0.917    7.025    0.517  -2.393   0.287    97.084496   59.977436  213.961655   52.707520   6.8461  -8.4225   3.3992   5.9426   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0118     0.0125    -0.0191     0.0207     0.0165
  20.432  0.540  -0.166   0.759   1.694   5.79  5 5.25    5691.  4.56   9 13.9499  0.799    5.663    0.667  -1.511   0.292    97.444382   59.761787  213.959305   52.988834   6.8111  -8.4444   3.4011   5.8994   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0238     0.0040     0.0227     0.0110    -0.0069
  20.268  0.527  -0.155   0.743   1.612   5.62  5 5.10    5875.  4.51   9 13.8745  0.895    5.472    0.698  -1.337   0.231    96.417473   59.210522  215.213776   53.070000   6.8499  -8.3919   3.4844   5.8994   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0501     0.0106     0.0167    -0.0153    -0.0012
  19.455  0.453  -0.195   0.614   1.361   4.95  5 4.70    6261.  4.27   9 13.8719  0.923    4.693    0.883  -1.351   0.190    96.353142   59.388187  215.059677   52.914951   6.8316  -8.3849   3.4574   5.8945   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0091    -0.0046    -0.0001    -0.0055     0.0108
  19.160  0.405  -0.108   0.585   1.308   4.58  5 4.60    6349.  4.26   9 13.9259  0.621    4.300    1.020  -0.932   0.260    96.364136   59.864212  214.535721   52.559971   6.8431  -8.3808   3.4144   5.9332   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0088    -0.0159     0.0331     0.0224    -0.0068
  17.920  0.641  -0.080   0.840   1.859   3.11  4 5.15    5443.  3.52   9 13.9382  0.965    3.036    2.473  -1.284   0.247    97.010475   60.129692  213.847794   52.566898   6.8554  -8.4167   3.3887   5.9597   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0117     0.0010    -0.0026    -0.0221     0.0005
  21.454  0.736   0.227   0.824   1.927   6.24  5 5.70    5368.  4.81   9 13.8170  0.634    6.204    0.594  -0.663   0.259    97.022751   59.979366  213.998764   52.686234   6.8892  -8.4214   3.4209   5.9799   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0291    -0.0179    -0.0173     0.0003    -0.0185
  20.856  0.538  -0.118   0.766   1.770   6.16  5 5.40    5585.  4.71   9 13.8384  0.714    5.849    0.638  -1.459   0.256    95.849525   60.129154  214.567749   52.191147   6.8987  -8.3502   3.4180   5.9972   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0166    -0.0335     0.0117     0.0245    -0.0168
  19.038  0.450  -0.253   0.647   1.398   4.55  5 4.70    6217.  4.55   9 13.9119  0.794    4.693    0.883  -1.937   0.249    96.210854   60.146187  214.328079   52.296627   6.8840  -8.3707   3.4067   5.9855   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0120     0.0313     0.0223    -0.0107     0.0126
