B     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_B  errBand_U  errBand_V  errBand_I  errBand_K                                                                             
  22.032  1.461   1.134   1.728   3.537  10.28  5 7.05    3744.  4.97  11 11.9842  0.452    9.022    0.322  -1.086   0.387    96.660057   60.416283  213.764847   52.235588   1.1122  -8.0637   0.5454   0.9822   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0095     0.0132    -0.0138    -0.0140    -0.0176
  21.008  1.308   1.009   1.534   3.276   9.33  5 6.90    3940.  5.05  11 12.1082  0.371    8.252    0.417  -1.105   0.318    96.048752   60.206547  214.362900   52.198212   1.1365  -8.0595   0.5615   1.0012   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0035    -0.0010     0.0173     0.0485     0.0003
  20.146  1.273   1.011   1.486   3.069   8.50  5 6.80    4214.  4.85  11 12.0079  0.406    7.803    0.476  -0.766   0.267    96.529350   60.012215  214.273941   52.501808   1.1483  -8.0653   0.5702   1.0096   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0021    -0.0112     0.0008     0.0044     0.0330
  19.912  1.244   0.966   1.481   3.023   8.28  5 6.75    4194.  4.82  11 11.9873  0.680    7.657    0.495  -0.670   0.285    96.852654   59.926167  214.162735   52.672153   1.1425  -8.0683   0.5684   1.0037   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0164    -0.0005     0.0193    -0.0269     0.0044
  19.548  1.209   0.969   1.309   2.886   7.98  5 6.65    4358.  4.63  11 11.9136  0.635    7.368    0.528  -0.634   0.313    97.521355   59.842094  213.824997   52.951370   1.1508  -8.0757   0.5732   1.0101   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0048    -0.0043    -0.0119     0.0006    -0.0303
  19.418  1.164   0.878   1.183   2.780   7.92  5 6.60    4327.  4.73  11 12.0226  0.555    7.224    0.542  -0.513   0.261    95.519516   59.566818  215.383865   52.499531   1.1341  -8.0553   0.5718   0.9928   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0081    -0.0074    -0.0132     0.0471    -0.0107
  18.958  1.125   0.732   1.172   2.667   7.48  5 6.50    4550.  4.74  11 12.0135  0.795    7.078    0.558  -1.142   0.257    96.900063   59.492470  214.597366   53.018230   1.1496  -8.0701   0.5794   1.0054   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0181    -0.0104    -0.0232    -0.0356    -0.0080
  18.767  1.033   0.684   1.066   2.524   7.43  5 6.45    4700.  4.75  11 12.0405  0.652    6.930    0.571  -1.058   0.259    96.581749   59.184196  215.137436   53.145294   1.1150  -8.0655   0.5674   0.9726   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0043    -0.0003    -0.0066     0.0106     0.0326
  17.446  0.738   0.162   0.863   1.978   6.30  5 5.75    5391.  4.79  11 12.2119  0.650    5.982    0.667  -0.641   0.272    96.247414   59.359425  215.158203   52.900883   1.1558  -8.0641   0.5856   1.0094   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0162     0.0403     0.0163     0.0036    -0.0026
  17.038  0.756   0.106   0.772   1.846   6.02  5 5.60    5453.  4.67  11 11.9650  0.618    5.812    0.689  -0.411   0.254    95.315727   59.857368  215.188034   52.215492   1.1127  -8.0518   0.5563   0.9772   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0129     0.0098    -0.0420     0.0083    -0.0300
  16.539  0.593  -0.120   0.717   1.588   5.55  5 5.15    5737.  4.69  11 11.9380  0.828    5.271    0.780  -0.917   0.296    95.366920   59.857510  215.156891   52.232689   1.1594  -8.0545   0.5796   1.0176   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0177     0.0132    -0.0034    -0.0013     0.0136
  15.107  0.458  -0.125   0.599   1.379   4.28  5 4.75    6045.  4.30  11 12.0097  0.827    4.108    1.177  -0.873   0.295    96.610085   59.673279  214.587036   52.785408   1.1501  -8.0668   0.5768   1.0077   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0302    -0.0073    -0.0116     0.0074     0.0026
  23.130  1.599   1.141   2.179   4.378  11.10  5 7.25    3461.  4.72   7  8.4750  0.286    9.327    0.333  -0.134   0.048    95.408676   59.836903  215.154160   52.262039   1.1933  -8.0565   0.5969   1.0467   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0226    -0.0046    -0.0193     0.0247    -0.0004
  18.989  1.195   1.072   1.308   2.867   7.35  5 6.50    4319.  4.69   7  8.6186  0.706    6.794    0.691  -0.314   0.064    95.288040   59.859589  215.202408   52.204487   1.1855  -8.0549   0.5928   1.0403   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0037     0.0093    -0.0059    -0.0316    -0.0052
  23.207  1.611   1.153   2.082   4.055  11.17  5 7.20    3655.  5.08   8  9.9468  0.145    9.652    0.270  -0.667   0.275    96.581078   60.302532  213.933472   52.297375   1.1877  -8.0674   0.5846   1.0467   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0187    -0.0245    -0.0187    -0.0229    -0.0144
  22.892  1.566   1.193   1.960   3.941  10.96  5 7.15    3547.  5.20   8 10.1261  0.369    9.505    0.285  -0.672   0.221    97.657059   59.712479  213.873581   53.094948   1.1602  -8.0780   0.5799   1.0168   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0214    -0.0128    -0.0217     0.0265    -0.0069
  22.864  1.537   1.193   2.031   4.006  10.86  5 7.15    3667.  4.89   8  9.9098  0.465    9.355    0.300  -0.329   0.250    96.653847   59.935497  214.277985   52.600597   1.2019  -8.0698   0.5981   1.0552   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0014    -0.0116    -0.0113     0.0076     0.0190
  22.594  1.522   1.156   1.949   3.880  10.66  5 7.15    3733.  4.98   8 10.0419  0.359    9.203    0.318  -0.658   0.252    96.669907   59.199955  215.063446   53.163120   1.1695  -8.0696   0.5948   1.0195   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0036    -0.0271     0.0050     0.0015    -0.0195
  22.647  1.530   1.185   1.980   3.899  10.67  5 7.15    3641.  4.73   8 10.1060  0.274    9.203    0.318  -0.592   0.289    97.208771   59.889729  213.975327   52.814751   1.1725  -8.0738   0.5835   1.0293   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0191     0.0179     0.0213     0.0053     0.0054
  22.342  1.537   1.186   1.974   3.917  10.36  5 7.10    3755.  4.90   8 10.0119  0.384    9.052    0.334  -0.498   0.231    95.860100   60.116261  214.575180   52.204304   1.1907  -8.0606   0.5902   1.0474   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0269     0.0083    -0.0124    -0.0200    -0.0106
  22.174  1.568   1.191   1.860   3.805  10.25  5 7.10    3804.  4.94   8  9.8454  0.331    8.902    0.353  -0.329   0.232    96.431259   59.975624  214.374252   52.497620   1.1650  -8.0653   0.5792   1.0236   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0370     0.0199    -0.0481     0.0184     0.0185
  21.985  1.479   1.156   1.891   3.746  10.03  5 7.10    3741.  4.95   8 10.0293  0.486    8.753    0.371  -0.470   0.283    96.367645   59.809547  214.592499   52.602425   1.2031  -8.0671   0.6013   1.0549   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0081    -0.0230     0.0039    -0.0030     0.0013
  21.889  1.452   1.188   1.823   3.749   9.95  5 7.05    3758.  4.93   8  9.9876  0.374    8.604    0.391  -0.367   0.218    96.056763   59.540699  215.079300   52.700943   1.2067  -8.0645   0.6083   1.0552   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0114    -0.0034     0.0057     0.0216    -0.0030
  21.075  1.377   1.244   1.663   3.446   9.24  5 7.00    4073.  4.86   8 10.0457  0.668    8.158    0.448   0.124   0.092    96.064308   60.204163  214.355957   52.205074   1.1889  -8.0624   0.5875   1.0467   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0233     0.0104     0.0120     0.0089     0.0194
  20.681  1.288   1.215   1.574   3.385   8.94  5 6.95    3974.  4.85   8  9.9561  0.331    8.012    0.468  -0.197   0.146    97.215691   59.820560  214.044174   52.870159   1.1792  -8.0745   0.5881   1.0344   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0145    -0.0206     0.0159    -0.0241    -0.0089
  20.629  1.261   1.015   1.568   3.222   8.95  5 6.90    4047.  4.69   8  9.8387  0.516    7.867    0.489  -0.901   0.356    96.865479   60.202106  213.862534   52.465073   1.1655  -8.0692   0.5750   1.0264   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0277    -0.0020     0.0198    -0.0132     0.0002
  18.614  1.030   0.680   1.050   2.527   7.18  5 6.40    4634.  4.53   8 10.0048  0.590    6.728    0.618  -0.864   0.302    96.386421   60.168209  214.196289   52.336967   1.1748  -8.0650   0.5808   1.0341   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0015     0.0180    -0.0170    -0.0100    -0.0196
  17.741  0.897   0.326   0.919   2.095   6.43  5 6.05    4980.  4.49   8  9.8954  0.834    6.114    0.682  -0.545   0.219    97.221359   59.466606  214.417969   53.143456   1.1797  -8.0753   0.5946   1.0311   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0407    -0.0098    -0.0187    -0.0402    -0.0024
  17.382  0.732   0.385   0.831   2.037   6.17  5 5.90    5247.  4.71   8 10.1872  1.028    5.952    0.702  -0.630   0.186    96.742081   60.019299  214.133286   52.565323   1.2021  -8.0705   0.5966   1.0563   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0547    -0.0050     0.0108     0.0536     0.0024
  15.867  0.511  -0.071   0.659   1.538   4.89  5 4.95    5884.  4.43   8  9.9766  0.581    4.696    0.958  -0.807   0.343    97.384743   59.542816  214.230438   53.138218   1.1893  -8.0775   0.5978   1.0402   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0064     0.0265     0.0211     0.0306    -0.0048
  15.435  0.533  -0.137   0.641   1.483   4.45  5 4.90    5986.  4.31   8  9.9048  1.010    4.502    1.023  -0.532   0.320    96.552391   59.350307  214.974335   53.010323   1.1859  -8.0690   0.6006   1.0352   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0254     0.0070     0.0103     0.0189    -0.0000
  23.745  0.150  -0.650   0.390   0.756  13.09  6 9.00    7984.  8.00   8 10.0577  0.512   12.788    0.013  -0.035   0.097    95.946014   60.102333  214.537689   52.243031   1.1996  -8.0619   0.5947   1.0550   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0083    -0.0187     0.0394     0.0505     0.0200
  22.899  1.491   1.131   2.026   3.933  10.92  5 7.15    3661.  5.18  11 12.1498  0.193    9.641    0.258  -0.828   0.265    97.231705   59.487438  214.388962   53.130886   1.1853  -8.0758   0.5970   1.0362   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0242    -0.0274     0.0555    -0.0172    -0.0149
  22.686  1.562   1.150   1.846   3.671  10.78  5 7.10    3688.  4.86  11 12.1365  0.386    9.489    0.273  -0.795   0.288    97.415123   59.801750  213.935974   52.948627   1.1609  -8.0754   0.5791   1.0184   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0007    -0.0113    -0.0456    -0.0229     0.0277
  22.238  1.490   1.195   1.857   3.735  10.31  5 7.10    3681.  4.94  11 11.9911  0.326    9.179    0.305  -0.452   0.220    95.729256   59.591221  215.227600   52.552711   1.1973  -8.0605   0.6030   1.0476   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0061     0.0020    -0.0229     0.0126    -0.0059
  21.999  1.467   1.100   1.744   3.509  10.12  5 7.05    3796.  4.90  11 11.9499  0.259    9.022    0.322  -0.835   0.301    96.402351   60.316002  214.029465   52.229790   1.1741  -8.0648   0.5778   1.0350   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0055    -0.0085    -0.0139    -0.0305     0.0088
  22.035  1.424   1.113   1.732   3.538  10.19  5 7.05    3839.  4.87  11 12.1179  0.404    8.866    0.341  -0.745   0.314    95.950974   59.938122  214.711990   52.367970   1.1668  -8.0606   0.5814   1.0249   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0071    -0.0151     0.0094     0.0233     0.0199
  21.791  1.410   1.107   1.662   3.415   9.96  5 7.05    3775.  5.03  11 12.0634  0.345    8.713    0.358  -1.128   0.280    96.720863   59.750408  214.433929   52.763241   1.1891  -8.0701   0.5949   1.0422   0.064    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0197    -0.0026    -0.0199     0.0055     0.0219
  21.340  1.358   1.229   1.740   3.481   9.53  5 7.00    3923.  4.95  11 11.9965  0.378    8.559    0.377  -0.235   0.212    95.516106   59.609219  215.339172   52.466999   1.1870  -8.0577   0.5977   1.0389   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0227     0.0270     0.0070    -0.0196     0.0619
  17.270  0.769   0.084   0.818   1.931   6.10  5 5.75    5341.  4.54  11 12.0123  0.684    5.982    0.667  -1.029   0.330    96.865173   59.387100  214.733749   53.086746   1.1694  -8.0712   0.5912   1.0214   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0214     0.0044    -0.0196     0.0096     0.0042
  17.160  0.614   0.030   0.828   1.903   6.08  5 5.60    5432.  4.64  11 12.0698  0.958    5.812    0.689  -0.935   0.270    96.493767   59.270653  215.098969   53.050594   1.1804  -8.0682   0.5993   1.0296   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0273    -0.0008     0.0310     0.0238    -0.0130
  14.551  0.600  -0.090   0.764   1.646   3.54  4 4.95    5627.  3.85  11 12.0322  0.896    3.474    1.860  -1.065   0.258    97.353745   59.482376  214.315140   53.174564   1.1774  -8.0765   0.5929   1.0293   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0056    -0.0131    -0.0149    -0.0247     0.0204
  22.295  1.559   1.190   2.042   4.100  10.26  5 7.15    3608.  4.92   6  5.9175  0.420    8.730    0.406  -0.279   0.041    96.854652   59.763931  214.334641   52.796631   1.2207  -8.0734   0.6103   1.0697   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0031    -0.0032    -0.0316    -0.0082    -0.0252
  19.767  1.293   1.228   1.438   3.241   7.98  5 6.90    4036.  4.58   5  3.8259  0.760    7.346    0.607  -0.219   0.004    95.341316   59.758884  215.280930   52.296940   1.2233  -8.0574   0.6134   1.0718   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0161     0.0197    -0.0199     0.0223    -0.0301
  23.101  1.498   1.261   2.134   4.193  11.06  5 7.20    3585.  4.93   8  9.9353  0.284    9.652    0.270  -0.269   0.191    96.383720   59.842922  214.546494   52.582500   1.2296  -8.0687   0.6139   1.0782   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0330     0.0288     0.0147    -0.0014    -0.0081
  23.092  1.534   1.183   2.114   4.141  11.03  5 7.15    3586.  4.89   8  9.9977  0.257    9.505    0.285  -0.296   0.226    95.512634   59.788300  215.144165   52.333157   1.2285  -8.0594   0.6153   1.0767   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0044    -0.0126     0.0042    -0.0258    -0.0156
  23.074  1.542   1.197   2.034   4.013  10.98  5 7.15    3652.  4.96   8  9.9880  0.079    9.355    0.300  -0.725   0.260    96.895721   59.917747  214.144485   52.692520   1.2542  -8.0755   0.6241   1.1003   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0098    -0.0184    -0.0192     0.0063    -0.0106
  22.550  1.537   1.207   1.922   3.795  10.47  5 7.15    3556.  5.02   8 10.0078  0.261    9.203    0.318  -0.620   0.230    95.744766   59.955048  214.820129   52.286835   1.2511  -8.0627   0.6232   1.0980   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0213     0.0054    -0.0247    -0.0024     0.0379
  22.408  1.453   1.235   1.972   3.974  10.43  5 7.10    3730.  5.04   8  9.8694  0.282    9.052    0.334  -0.416   0.242    96.592361   59.632599  214.642166   52.810383   1.2228  -8.0710   0.6141   1.0700   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0295    -0.0021     0.0092    -0.0079    -0.0193
  22.297  1.465   1.162   1.898   3.789  10.25  5 7.10    3790.  4.99   8 10.1048  0.372    8.902    0.353  -0.738   0.272    96.907707   59.970577  214.080780   52.655972   1.2468  -8.0750   0.6194   1.0945   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0002    -0.0181     0.0311     0.0220     0.0060
  21.916  1.470   1.182   1.756   3.650   9.92  5 7.10    3704.  4.93   8 10.0204  0.447    8.753    0.371  -0.736   0.274    96.984856   59.530201  214.502228   53.017399   1.2347  -8.0761   0.6215   1.0792   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0119     0.0209    -0.0032     0.0409    -0.0159
  21.819  1.474   1.200   1.705   3.527   9.86  5 7.05    3775.  4.94   8  9.8964  0.420    8.604    0.391  -1.011   0.244    97.071594   60.094776  213.846039   52.613213   1.2363  -8.0759   0.6117   1.0866   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0222     0.0493    -0.0403     0.0106     0.0012
  21.635  1.466   1.202   1.723   3.610   9.67  5 7.05    3799.  4.82   8 10.0432  0.352    8.454    0.409  -0.219   0.224    96.458260   59.438580  214.937881   52.912304   1.2416  -8.0710   0.6273   1.0842   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0041     0.0027    -0.0480     0.0159    -0.0018
  21.463  1.367   1.209   1.721   3.576   9.53  5 7.00    3919.  4.65   8  9.7880  0.391    8.306    0.430  -0.278   0.154    96.356636   59.619751  214.804886   52.741947   1.2398  -8.0694   0.6231   1.0845   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0009    -0.0054     0.0206    -0.0002     0.0352
  20.810  1.351   1.015   1.572   3.248   8.89  5 6.90    4075.  4.85   8 10.0829  0.673    7.867    0.489  -0.960   0.327    95.999611   59.490189  215.170441   52.719418   1.2566  -8.0667   0.6345   1.0976   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0294     0.0172    -0.0026    -0.0191    -0.0132
  20.186  1.297   1.105   1.451   3.117   8.37  5 6.80    4202.  4.74   8 10.0476  0.564    7.583    0.525  -0.406   0.246    96.456253   60.048969  214.280228   52.450142   1.2367  -8.0694   0.6135   1.0866   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0101     0.0003    -0.0241     0.0212    -0.0102
  19.929  1.248   0.971   1.363   2.928   8.19  5 6.75    4317.  4.65   8  9.9661  0.583    7.443    0.542  -0.811   0.248    97.158012   59.695602  214.213882   52.947449   1.2236  -8.0769   0.6126   1.0714   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0109     0.0024    -0.0273     0.0192     0.0132
  19.902  1.168   1.039   1.352   2.931   8.14  5 6.70    4333.  4.73   8 10.0151  0.654    7.302    0.557  -0.459   0.293    97.260933   59.663036  214.182419   53.005764   1.2516  -8.0799   0.6271   1.0952   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0188    -0.0008     0.0307     0.0414     0.0172
  18.917  1.036   1.027   1.140   2.569   7.27  5 6.50    4450.  4.67   8 10.0572  0.724    6.875    0.605  -0.235   0.088    96.705765   59.696388  214.501526   52.799343   1.2576  -8.0741   0.6302   1.1007   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0042     0.0012     0.0346    -0.0209     0.0132
  18.607  0.970   0.712   1.036   2.492   7.07  5 6.35    4719.  4.71   8 10.2188  0.544    6.579    0.635  -0.276   0.254    96.618942   59.743057  214.506226   52.735413   1.2315  -8.0715   0.6164   1.0788   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0179    -0.0223     0.0485     0.0263     0.0024
  18.504  0.971   0.682   0.972   2.311   7.00  5 6.25    4881.  4.72   8 10.0409  0.579    6.427    0.650  -0.553   0.214    96.464760   59.258846  215.130447   53.049698   1.2509  -8.0720   0.6354   1.0902   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0177    -0.0042    -0.0369    -0.0359    -0.0249
  17.636  0.827   0.392   0.864   2.013   6.26  5 5.90    5134.  4.60   8  9.9780  0.780    5.952    0.702  -0.172   0.169    95.609070   59.664135  215.221481   52.457863   1.2500  -8.0617   0.6283   1.0938   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0094     0.0053    -0.0141    -0.0045    -0.0054
  15.655  0.599  -0.046   0.598   1.423   4.56  5 4.90    5933.  4.50   8 10.1419  0.637    4.502    1.023  -0.441   0.204    96.413055   60.272118  214.069412   52.266609   1.2295  -8.0681   0.6059   1.0827   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0203     0.0192    -0.0320     0.0202     0.0071
  15.402  0.530  -0.079   0.630   1.442   4.31  5 4.85    6123.  4.30   8 10.0212  0.968    4.306    1.105  -0.577   0.243    96.263107   59.736588  214.736801   52.622890   1.2552  -8.0690   0.6288   1.0991   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0063     0.0075     0.0001     0.0088    -0.0072
  23.564  0.116  -0.594   0.372   0.615  12.87  6 9.00    8276.  8.02   8 10.0405  0.763   12.620    0.013  -0.426   0.257    95.925140   59.549324  215.152023   52.650143   1.2502  -8.0654   0.6302   1.0928   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0012     0.0216     0.0162     0.0037     0.0352
  22.652  1.491   1.199   1.831   3.754  10.67  5 7.10    3643.  5.05  11 11.8765  0.194    9.489    0.273  -0.928   0.327    96.300789   59.478939  214.993515   52.829216   1.2139  -8.0677   0.6128   1.0607   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0334     0.0050    -0.0075     0.0250    -0.0231
  22.469  1.486   1.185   1.892   3.703  10.49  5 7.10    3684.  4.96  11 12.0611  0.522    9.335    0.288  -0.584   0.301    95.871490   59.710266  215.009033   52.511993   1.2160  -8.0627   0.6101   1.0650   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0068     0.0130    -0.0005    -0.0424     0.0040
  22.126  1.464   1.071   1.756   3.531  10.15  5 7.05    3829.  4.95  11 11.8972  0.418    9.022    0.322  -0.939   0.304    96.481712   60.052792  214.260269   52.455502   1.2216  -8.0688   0.6059   1.0735   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0111    -0.0206     0.0051    -0.0257     0.0025
  22.111  1.438   1.079   1.743   3.511  10.08  5 7.05    3773.  4.93  11 12.1035  0.419    8.866    0.341  -0.891   0.278    97.705551   59.650223  213.907623   53.158646   1.2597  -8.0853   0.6308   1.1021   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0116    -0.0125     0.0141    -0.0155     0.0101
  21.726  1.413   1.105   1.753   3.493   9.76  5 7.05    3933.  4.96  11 12.0133  0.341    8.713    0.358  -0.947   0.279    96.097778   60.125706  214.419556   52.275196   1.2367  -8.0654   0.6125   1.0873   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0233     0.0268     0.0228    -0.0251     0.0109
  21.303  1.317   1.103   1.710   3.419   9.43  5 7.00    3965.  4.96  11 12.1913  0.490    8.405    0.398  -0.790   0.338    96.387695   59.675030  214.725388   52.710594   1.2324  -8.0692   0.6184   1.0787   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0259     0.0068     0.0257    -0.0452    -0.0194
  20.682  1.363   1.134   1.604   3.279   8.86  5 6.90    4067.  4.90  11 12.2266  0.464    8.101    0.437  -0.440   0.220    97.309830   59.554607  214.266449   53.104843   1.2121  -8.0781   0.6092   1.0600   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0089     0.0049    -0.0332    -0.0086     0.0163
  20.571  1.257   1.082   1.584   3.211   8.73  5 6.85    4107.  4.69  11 12.1903  0.343    7.952    0.457  -0.692   0.318    96.622162   59.589973  214.669373   52.852501   1.2544  -8.0732   0.6307   1.0968   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0374    -0.0189     0.0145    -0.0133     0.0168
  20.076  1.200   1.026   1.404   2.964   8.35  5 6.75    4177.  4.74  11 11.8648  0.545    7.657    0.495  -0.945   0.283    96.456612   60.319496  213.992371   52.244556   1.2351  -8.0688   0.6077   1.0880   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0472     0.0104    -0.0059     0.0165     0.0239
  19.643  1.221   0.968   1.350   2.875   7.90  5 6.70    4220.  4.83  11 11.9834  0.454    7.512    0.511  -0.852   0.283    97.458267   59.847530  213.859924   52.927067   1.2339  -8.0805   0.6145   1.0819   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0077     0.0097    -0.0022     0.0139     0.0253
  15.227  0.471  -0.142   0.641   1.386   4.25  5 4.75    6167.  4.23  11 12.0100  0.797    4.108    1.177  -0.855   0.326    96.731674   59.438213  214.764023   53.003708   1.2141  -8.0724   0.6131   1.0605   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0025     0.0025     0.0039    -0.0194     0.0119
  14.652  0.805   0.186   0.927   2.111   3.28  3 5.45    5133.  3.47  11 11.9811  0.755    2.953    2.910  -1.109   0.278    96.112206   59.268856  215.343552   52.922745   1.2521  -8.0681   0.6362   1.0913   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0078     0.0040     0.0067    -0.0390    -0.0182
  21.820  1.464   1.218   1.974   3.974   9.70  5 7.10    3736.  4.92   7  8.5082  0.559    8.430    0.448  -0.320   0.064    96.687897   59.982529  214.206451   52.575832   1.2924  -8.0753   0.6422   1.1341   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0083    -0.0012     0.0223     0.0145     0.0235
  16.182  0.618   0.126   0.811   1.710   4.89  5 5.40    5663.  4.47   5  3.9800  0.972    4.755    1.051  -0.492   0.012    97.036797   59.749985  214.233551   52.866497   1.3047  -8.0805   0.6523   1.1420   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0239     0.0028     0.0260    -0.0161     0.0245
