B     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_B  errBand_U  errBand_V  errBand_I  errBand_K                                                                             
  20.129  1.439   1.222   1.882   3.832   9.38  5 7.05    3793.  4.63   6  6.0829  0.614    8.142    0.490   0.192  -0.003    95.101280   59.792747  215.388947   52.190323   0.6909  -8.0309   0.3462   0.6121   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0448     0.0169     0.0357     0.0109    -0.0094
  19.813  1.365   1.253   1.837   3.774   9.21  5 7.05    3785.  4.63   7  8.5528  0.641    8.005    0.509   0.130   0.011    97.476677   59.721153  213.981445   53.030533   0.6720  -8.0441   0.3360   0.5954   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0185    -0.0057     0.0337    -0.0405     0.0007
  19.331  1.398   1.280   1.698   3.439   8.62  5 7.00    4046.  4.74   5  4.1262  0.607    7.620    0.565   0.025   0.015    95.734039   59.708099  215.096298   52.467396   0.7037  -8.0355   0.3532   0.6227   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0193    -0.0025     0.0036     0.0091    -0.0172
  18.601  1.316   1.106   1.465   3.138   8.09  5 6.70    4124.  4.66   5  3.8957  0.714    7.207    0.628  -0.313   0.071    97.392883   59.727524  214.028809   52.998718   0.6727  -8.0436   0.3363   0.5960   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0162    -0.0140    -0.0192    -0.0077    -0.0039
  18.121  1.250   1.133   1.235   2.886   7.68  5 6.50    4308.  4.86   5  3.9557  0.795    6.937    0.669  -0.135  -0.010    96.011749   60.065197  214.537476   52.292561   0.6736  -8.0352   0.3343   0.5987   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0227    -0.0039    -0.0308     0.0074     0.0085
  15.169  0.760   0.400   0.826   1.940   5.18  5 5.80    5438.  4.56   5  3.9029  0.970    5.202    0.946  -0.130  -0.018    96.955711   60.047337  213.969208   52.612598   0.6758  -8.0409   0.3349   0.6005   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0130     0.0070     0.0052     0.0224    -0.0158
  13.831  0.549   0.056   0.689   1.484   4.01  5 4.80    6039.  4.41   5  4.1345  1.179    3.914    1.348  -0.249   0.085    95.586861   59.901031  214.975418   52.274361   0.6873  -8.0336   0.3430   0.6096   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0055     0.0250     0.0192    -0.0186    -0.0087
  24.387  0.556  -0.315   0.720   1.381  14.66  6 9.10    6105.  8.40   5  4.0224  0.649   14.570    0.010  -0.151   0.042    96.512932   59.558254  214.773026   52.840279   0.6612  -8.0380   0.3328   0.5850   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0116     0.0072    -0.0021     0.0150     0.0210
  24.128  0.416  -0.566   0.512   0.876  14.52  6 9.20    6952.  8.47   5  4.0658  0.886   14.590    0.007   0.155  -0.017    96.904053   60.244659  213.793640   52.444706   0.6675  -8.0398   0.3289   0.5945   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0264    -0.0103     0.0045     0.0225     0.0216
  22.877  1.637   1.255   2.241   4.347  11.94  5 7.25    3458.  5.21   8 10.1234  0.110   10.207    0.224  -0.619   0.233    96.263481   59.433914  215.066345   52.850475   0.7023  -8.0390   0.3550   0.6198   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0018     0.0268    -0.0007    -0.0049    -0.0271
  22.657  1.557   1.170   2.188   4.379  11.83  5 7.25    3516.  4.96   8 10.0382  0.322   10.076    0.234  -0.202   0.156    96.223587   60.055592  214.417313   52.369267   0.6915  -8.0374   0.3431   0.6142   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0055     0.0082     0.0024     0.0116    -0.0089
  22.551  1.630   1.179   2.103   4.112  11.61  5 7.20    3492.  5.04   8 10.1350  0.135    9.938    0.246  -0.761   0.303    96.837784   59.571415  214.552124   52.937695   0.7052  -8.0425   0.3546   0.6231   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0107    -0.0076     0.0006     0.0151     0.0172
  22.145  1.558   1.251   2.159   4.170  11.43  5 7.20    3574.  5.17   8  9.9770  0.331    9.796    0.258  -0.517   0.208    97.080795   59.913067  214.032150   52.755737   0.6650  -8.0411   0.3308   0.5904   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0403     0.0029    -0.0261    -0.0080     0.0222
  21.961  1.556   1.244   2.151   4.133  11.14  5 7.20    3673.  4.83   8  9.9112  0.219    9.652    0.270  -0.552   0.268    95.709572   59.472984  215.370148   52.633808   0.6887  -8.0348   0.3481   0.6082   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0109     0.0273    -0.0022    -0.0315    -0.0156
  21.851  1.544   1.172   1.995   3.927  11.05  5 7.15    3576.  5.12   8 10.0372  0.272    9.505    0.285  -0.844   0.336    96.011734   60.202564  214.389832   52.189129   0.6747  -8.0351   0.3335   0.6005   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0014    -0.0028     0.0334     0.0104     0.0155
  21.547  1.502   1.187   1.931   4.086  10.74  5 7.15    3594.  4.88   8 10.0114  0.450    9.355    0.300   0.013   0.086    96.901344   60.224422  213.816635   52.459377   0.7069  -8.0422   0.3485   0.6285   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0048    -0.0111    -0.0141     0.0548     0.0089
  21.332  1.504   1.206   1.983   3.898  10.56  5 7.15    3595.  4.94   8 10.0776  0.373    9.203    0.318  -0.582   0.252    96.016441   59.370670  215.291473   52.814266   0.6838  -8.0365   0.3464   0.6034   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0079     0.0127     0.0194    -0.0015     0.0020
  21.176  1.506   1.202   1.900   3.811  10.46  5 7.10    3707.  5.00   8 10.1433  0.266    9.052    0.334  -0.785   0.270    96.486389   59.926769  214.392181   52.552670   0.6684  -8.0378   0.3328   0.5934   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0077     0.0361     0.0140     0.0105    -0.0165
  21.153  1.482   1.193   1.937   3.834  10.38  5 7.10    3787.  5.00   8 10.0882  0.377    8.902    0.353  -0.647   0.154    96.292068   60.184074  214.237595   52.294346   0.6990  -8.0381   0.3455   0.6215   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0039    -0.0082     0.0049     0.0039    -0.0087
  20.771  1.502   1.171   1.872   3.817  10.02  5 7.10    3716.  4.95   8 10.2317  0.359    8.753    0.371  -0.417   0.213    95.759735   59.781075  215.000565   52.421677   0.6906  -8.0349   0.3458   0.6117   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0179    -0.0162    -0.0170    -0.0049    -0.0339
  20.705  1.437   1.210   1.841   3.763   9.97  5 7.05    3794.  4.72   8  9.9643  0.394    8.604    0.391  -0.504   0.240    97.585251   59.850666  213.774734   52.965069   0.6990  -8.0463   0.3480   0.6194   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0145    -0.0038    -0.0015     0.0043    -0.0288
  20.311  1.448   1.100   1.701   3.470   9.60  5 7.05    3863.  4.98   8  9.9802  0.570    8.454    0.409  -0.947   0.301    95.900360   60.040901  214.631897   52.274128   0.6889  -8.0354   0.3422   0.6119   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0171     0.0204    -0.0038    -0.0078     0.0057
  19.897  1.330   1.226   1.646   3.537   9.29  5 7.00    3868.  4.75   8  9.8912  0.470    8.158    0.448  -0.330   0.233    96.764030   59.530228  214.643692   52.944668   0.6859  -8.0410   0.3454   0.6062   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0221     0.0186     0.0176     0.0433    -0.0371
  19.406  1.385   1.131   1.695   3.434   8.84  5 6.95    3950.  5.07   8 10.1223  0.364    8.012    0.468  -0.465   0.249    95.561340   59.602333  215.318954   52.487484   0.6619  -8.0325   0.3334   0.5859   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0168     0.0052    -0.0000    -0.0071    -0.0072
  19.456  1.291   1.240   1.456   3.251   8.88  5 6.90    4039.  4.75   8  9.9464  0.519    7.867    0.489  -0.076   0.137    97.269516   59.967396  213.854614   52.774384   0.6919  -8.0438   0.3435   0.6140   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0176     0.0222     0.0109    -0.0002     0.0227
  18.579  1.187   0.895   1.302   2.842   8.14  5 6.70    4323.  4.63   8  9.7506  0.551    7.302    0.557  -0.861   0.301    97.113480   60.032642  213.885056   52.674351   0.6858  -8.0424   0.3399   0.6091   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0006     0.0137    -0.0041     0.0282     0.0175
  18.373  1.165   1.110   1.193   2.802   7.93  5 6.60    4370.  4.79   8  9.9928  0.756    7.161    0.573  -0.141   0.197    96.131332   59.432106  215.151642   52.807297   0.6946  -8.0377   0.3512   0.6130   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0139     0.0249    -0.0150     0.0267    -0.0088
  15.453  0.621   0.176   0.809   1.758   5.62  5 5.40    5542.  4.72   8 10.0448  0.828    5.438    0.778  -0.353   0.171    96.501991   59.705681  214.620316   52.725227   0.6673  -8.0381   0.3344   0.5912   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0438    -0.0077     0.0213    -0.0075     0.0003
  15.088  0.547   0.010   0.736   1.598   5.34  5 5.15    5763.  4.53   8  9.9548  0.754    5.074    0.850  -0.574   0.246    97.446434   59.815647  213.901123   52.947914   0.6666  -8.0434   0.3323   0.5912   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0427     0.0051     0.0053    -0.0153    -0.0009
  14.823  0.633  -0.084   0.673   1.470   4.95  5 4.95    5919.  4.47   8  9.9917  0.936    4.696    0.958  -0.270   0.242    95.999069   60.147327  214.456818   52.226589   0.6920  -8.0360   0.3426   0.6152   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0368    -0.0202    -0.0299    -0.0342     0.0034
  13.971  0.566   0.060   0.589   1.393   4.13  5 4.80    6136.  4.40   8  9.9241  0.812    4.109    1.198  -0.070   0.140    97.308899   60.031448  213.762161   52.737503   0.6983  -8.0444   0.3460   0.6199   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0119     0.0004    -0.0108     0.0271    -0.0150
  13.548  0.600  -0.105   0.710   1.551   3.64  4 4.80    5941.  4.01   8  9.8499  0.903    3.500    1.724  -0.712   0.250    97.392921   59.556812  214.210220   53.130108   0.7044  -8.0459   0.3540   0.6223   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0161    -0.0364    -0.0144    -0.0241    -0.0013
  22.269  0.112  -0.619   0.419   0.688  12.84  6 9.00    8242.  7.99   8  9.9968  0.672   12.662    0.013  -0.461   0.237    96.690231   59.368088  214.866791   53.042976   0.6954  -8.0413   0.3519   0.6133   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0033    -0.0065     0.0314    -0.0158     0.0117
  22.267  0.170  -0.563   0.410   0.699  12.82  6 9.00    8036.  8.02   8 10.1620  0.519   12.746    0.013  -0.339   0.166    95.723061   59.978733  214.807678   52.261917   0.6897  -8.0344   0.3434   0.6122   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0298    -0.0082     0.0016    -0.0174     0.0209
  23.695  0.445  -0.433   0.622   1.342  13.97  6 9.00    6330.  7.94   8 10.0377  0.561   13.842    0.013  -0.595   0.175    96.624382   59.159664  215.136948   53.178143   0.7090  -8.0419   0.3610   0.6237   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0163     0.0121    -0.0416     0.0150    -0.0001
  22.259  1.529   1.147   1.869   3.727  11.50  5 7.10    3716.  5.22   9 13.8536  0.225   10.354    0.185  -0.822   0.290    96.483482   59.482609  214.873901   52.887558   0.6746  -8.0387   0.3404   0.5962   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0045     0.0071     0.0032    -0.0299    -0.0234
  20.569  1.249   0.754   1.579   3.038  10.05  5 6.90    4034.  5.14   9 13.8276  0.207    8.946    0.300  -2.472   0.255    96.568199   60.127495  214.126892   52.426697   0.6837  -8.0390   0.3383   0.6078   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0009     0.0066     0.0173     0.0021     0.0299
  18.880  1.161   0.640   1.292   2.786   8.44  5 6.65    4275.  4.89   9 13.8468  0.512    7.802    0.437  -1.336   0.299    96.856125   60.190987  213.880081   52.470615   0.6884  -8.0409   0.3398   0.6123   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0365    -0.0252     0.0184     0.0176    -0.0013
  22.949  1.661   1.197   2.067   4.068  12.11  5 7.25    3391.  5.22  11 12.0319  0.102   10.480    0.196  -0.953   0.305    96.244743   59.932301  214.536758   52.469296   0.6623  -8.0361   0.3299   0.5882   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0218    -0.0244     0.0022     0.0135     0.0144
  22.062  1.544   1.118   1.882   3.747  11.22  5 7.15    3684.  5.14  11 11.9997  0.307    9.792    0.245  -1.167   0.244    96.340981   60.050732  214.349884   52.411274   0.6983  -8.0385   0.3465   0.6200   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0138    -0.0255     0.0051    -0.0032     0.0077
  21.422  1.483   1.163   1.798   3.619  10.69  5 7.10    3616.  4.88  11 11.6966  0.479    9.179    0.305  -0.906   0.308    97.011391   59.555965  214.457474   53.006454   0.6822  -8.0422   0.3431   0.6031   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0060     0.0219     0.0025     0.0040     0.0205
  17.011  0.868   0.529   0.969   2.252   6.92  5 6.20    4969.  4.69  11 11.7811  0.608    6.469    0.615  -0.513   0.283    95.552002   60.009960  214.877884   52.181637   0.6712  -8.0325   0.3339   0.5963   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0164     0.0133     0.0149    -0.0173    -0.0037
  15.851  0.704   0.080   0.777   1.744   5.91  5 5.45    5546.  4.42  11 11.9432  0.758    5.637    0.713  -0.429   0.181    96.287659   59.449276  215.034271   52.847080   0.6846  -8.0381   0.3459   0.6046   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0179    -0.0090    -0.0064     0.0027     0.0024
  15.068  0.554  -0.024   0.685   1.584   5.19  5 5.05    5883.  4.51  11 12.0347  0.714    5.083    0.824  -0.423   0.260    96.691895   59.663719  214.545502   52.819592   0.6978  -8.0411   0.3501   0.6173   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0000    -0.0130     0.0345     0.0414    -0.0036
  14.038  0.495  -0.085   0.606   1.383   4.37  5 4.80    6102.  4.16  11 12.1558  0.601    4.305    1.080  -0.806   0.274    97.328545   59.939602  213.846207   52.814621   0.6602  -8.0422   0.3280   0.5864   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0006     0.0319    -0.0003     0.0159     0.0136
  22.990  1.602   1.230   2.503   4.866  12.00  5 7.35    3394.  4.86   7  8.6690  0.013    9.983    0.270  -0.260   0.056    95.887138   59.771511  214.932480   52.471474   0.7246  -8.0374   0.3629   0.6411   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0260     0.0255     0.0211     0.0190    -0.0248
  22.713  1.475   1.224   2.494   4.839  11.89  5 7.30    3375.  4.97   5  4.2308  0.365    9.856    0.282   0.243  -0.019    97.756279   59.725700  213.795059   53.116306   0.7199  -8.0490   0.3596   0.6367   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0017    -0.0098    -0.0155     0.0139    -0.0315
  22.957  1.590   1.224   2.473   4.841  11.98  5 7.30    3332.  5.05   7  8.7028  0.307    9.924    0.276  -0.095  -0.001    96.656624   59.662701  214.568939   52.808754   0.7321  -8.0429   0.3673   0.6469   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0040     0.0237    -0.0088     0.0042    -0.0419
  22.876  1.623   1.259   2.391   4.624  11.92  5 7.30    3406.  5.00   7  8.4347  0.435    9.797    0.287  -0.251   0.036    96.234444   59.496651  215.016022   52.793659   0.7122  -8.0393   0.3594   0.6287   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0092     0.0240     0.0005     0.0002     0.0131
  22.424  1.533   1.242   2.399   4.696  11.52  5 7.30    3389.  5.01   6  5.9692  0.142    9.679    0.298  -0.120  -0.008    96.358650   59.272743  215.182892   53.003429   0.7226  -8.0409   0.3669   0.6361   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0142     0.0503     0.0091    -0.0068    -0.0306
  22.335  1.548   1.186   2.328   4.566  11.41  5 7.30    3382.  5.03   6  6.0504  0.327    9.619    0.304  -0.269   0.064    95.799683   60.061699  214.671021   52.225269   0.7203  -8.0363   0.3577   0.6392   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0078    -0.0140     0.0151     0.0364     0.0417
